gender,n,media,sd,mediana,q1,q3
Female,49868,24.519998890330562,5.9257516007608375,24.204667555791957,20.306530279228465,28.26677854398102
Male,50132,24.467890060954495,5.97609207584105,24.111260003160524,20.228556697225187,28.246386663545714
